n12913851,业务员代刷7.79亿元保费 南山人寿遭重罚
n13127003,台政院传规划振兴五倍券 立委吁不用现金换
n13126547,飞虎队80周年 美军上校首度现身台军方媒体
n13127197,东奥羽球戴资颖闯进女单4强 台湾史上第1人
n13127273,末代指考落幕 8/16寄发成绩单
n13127206,立陶宛赠2万剂疫苗  31日抵台
n13127249,李洋／王齐麟击退印尼强手 将争羽球男双金牌
n13127382,台司法院筹设“刑事案件量刑准则委员会”
n13127251,美防长提及台湾 前官员：凸显台是美重要伙伴
n13126686,严正岚宅家孵专辑 观摩影作想向张曼玉看齐
n13127385,林昀儒桌球男单缠斗7局 第4名虽败犹荣
n13127266,秦刚履新驻美大使 美国动作频频 释何信号？
n13127490,美国菲律宾全面恢复军事协定 剑指中共
n13127595,台7/30本土增21例 嘉义9例最多
n13127589,北市餐饮业内用延期公布 柯文哲：配合新北市
n13127377,台陆委会：港版国安法一周年 情势每况愈下
n13128605,立陶宛赠2万剂疫苗抵台湾 台立将互设代表处
n13126229,郭婞淳比赛获奖金 先助人再助己
n13128844,台湾百余名政要LINE遭骇 资安专家提2招自保
n13128983,汤智钧东奥男子射箭晋4强 缔造台湾最佳成绩
n13121595,台湾7/31增11例本土确诊 0例死亡
n13128977,美媒：北京恫吓台湾反效果 愈胁迫国际愈挺台
n13129211,汤智钧不敌古川高晴 东奥射箭个人赛第4名作收
n13129189,中国培养台选手林昀儒？议员：意图分化台湾
n13129086,台办维吾尔议题国际公听会 幸存者揭中共暴行
n13129400,戴资颖击败印度好手 闯进东奥金牌战
n13129252,蔡英文：东奥比赛有输赢 跨国界的感动在流传
n13129484,台湾男双王齐麟李洋 夺奥运队史羽球首金
n13129544,台湾东奥第二金 羽球男双麟洋配击败中国队
n13129783,台羽球男双挫中国队摘金 外媒：台湾重大胜利
n13129531,【横河观点】奥运的中共特色：体育政治化
n13130454,黄筱雯东奥拳击晋4强史上最佳 保铜牌力拼金牌
n13130480,东奥台夺牌史上最佳 台师大：运科团队功不可没
n13130307,康康身体又出状况 “结石卡输尿管”痛爆就医
n13130643,台湾8/1增12例本土确诊 2例死亡
n13130943,潘政琮东奥高球延长加洞赛胜出摘铜 队史最佳
n13130990,李智凯鞍马完美落地夺银 台湾奥运体操首面奖牌
n13131034,嘉义工厂11人群聚案 1人参加特殊交友圈
n13131037,调查：台创业家股票配置比例全球最高
n13130732,【疫情8.1】英国计划对更多国家开放边境
n13131131,原住民族日 苏贞昌：共同推动原民权益保障
n13131212,戴资颖3局大战惜败陈雨菲 东奥羽球再添1银
n13131160,【更新】东京奥运 台湾、各国奖牌数量汇整
n13131363,戴资颖东奥摘银 戴爸隔海打99分不失望
n13131461,谢谢小戴 日台交流协会：给我们一个难忘热情夏天
n13131365,英官方报告：很可能出现疫苗无效的新毒株
n13128406,【时事军事】共军台海秀电子战能力 露出软肋
n13131952,东奥羽球夺银 戴资颖曝辛度赛后暖举
n13132048,国际太空站捕捉台北夜景 灯火璀灿惊艳法国网友
n13132225,首4批高端疫苗完成检验封缄 26.5万剂傍晚放行
n13132272,台商出走中国 投资东南亚10年近140亿美元
n13132592,台湾8/2增12例本土确诊 0例死亡
n13132648,疫情趋稳定 行政院研议10日后再放宽管制措施
n13132228,陈柏任成长路艰辛 拼举重不忘帮母务农
n13132312,王思佳产女报喜 晒母女合照气色极佳
n13132834,奥运前父亲住院开刀 李智凯咬牙奋战奥运
n13132893,双北3日起餐饮可内用 夜市禁边走边吃
n13132948,林心如华服登场 与杨谨华感情世界互别苗头
n13132200,李登辉逝世周年 日作家谈他在日本被推崇原因
n13132833,【疫情8.2】美共和党报告：病源指向武毒所
n13133286,视觉化“疫情斑点图”助防疫 一秒看出热区
n13133283,疫情稳定 台行院研议10日后再放宽管制
n13133281,本土增12 桃园家庭群聚感染5例最多
n13133279,境外新生入境 在台港生吁先公告时程
n13133270,菁英漠视香港沦陷 学者：助长极权主义张狂
n13133268,朱立伦宣布参选 江启臣：正面看待良性竞争
n13133235,8月起 台育儿津贴/托育补助提高1千元
n13133229,解决偏乡师资问题 台教育部推远距共学英文
n13133348,全大运拟10月复办 PCR阴性才能入场
n13133345,疫情下过半儿少感到孤单 3成无说心事对象
n13133128,台昇阳半导体投资72亿 兴建智慧晶圆再生工厂
n13133227,西南风偏强 台估周三至周六多雨
n13133133,7月PMI止跌回升 中经院：向上长期趋势不变
n13133153,基隆新增1确诊  匡列接触者11人
n13133343,国家人权会周年 时力：预算执行率不到一半
n13133322,台政院提名中选会委员 李进勇、陈朝建续任
n13133231,世界500强企业 鸿海列第22
n13133337,非法机上盒盗版影音侵权 经部：最重判2年
n13133415,虾皮与腾讯关系 民团：吁投审会驳回增资案
n13133238,台高中免试入学续招 释1.6万名额
n13133317,台食药署公开高端EUA会议记录  专家质疑对Delta保护力
n13133240,营建业技师专业傍身 稳坐不败产业
n13133340,台首届国家人权会 陈菊：一周年只是起点
n13133320,台公股银行、金控加码赞助得牌选手 土银拟发纪念信用卡
n13133329,北市餐饮3日开放内用 再放宽需观察2周
n13133327,联发科携爱立信 创5G毫米波上行速度纪录
n13133324,一页式广告搭东奥热诈骗 洪孟楷呼吁民众小心
n13133212,【新闻大家谈】姚诚：中共军队打仗有致命弱点
n13133881,Delta变种在大陆广泛传播 北京升级出入管制
n13134070,日防长：中共包夹台湾 国际社会应多关注
n13134209,【时事纵横】多地疫情爆发 甘肃逼僧人还俗
n13133023,事业从零开始打拼 连静雯与简沛恩惺惺相惜
n13134949,分析：中共摧毁香港 加强了日本护台决心
n13135174,台湾8/3增16例本土确诊 2例死亡
n13134587,小S为台湾选手加油遭批台独 朝野立委声援
n13135396,吓阻共机 台IDF奔剑专案导弹完成作战测评
n13135470,传艺金曲32公布入围 廖乾元、廖琼枝获特别奖
n13135501,东奥桌球男团台湾8强不敌德国 并列第5名
n13135462,【疫情8.3】湖北进入战时状态 武汉全民检测
n13135894,国民法官可日领3千元 住宿、交通费用另计
n13135889,台国银上半年对中小企业放款近4千亿元
n13135775,纾困补贴领不到 时力吁禁雇主抵扣
n13135878,医院群聚感染10确诊 侯友宜：控制传播链
n13135847,高端疫苗副作用 颜面神经麻痹、眼压过高
n13135122,《台湾那么旺》全新改版 黄大炜加入评审阵容
n13135973,台湾为坚韧之岛 蔡英文盼防疫复苏兼顾永续平衡
n13135880,虾皮为增资案调整股权 学者：明显只为监理
n13135952,台风“卢碧”最快明生成 后天起接近台湾
n13135978,走出低谷 人力银行：8月工作数止跌回升
n13135981,国际化学奥赛 台湾获3金1银排名第3
n13135970,违规载货肇事致死 罚锾拟加倍
n13135968,失智家暴一再发生 协会吁政府及社区介入
n13135961,高铁6日起增开 乘载率限7成仍无自由座
n13135956,选手训练保障 跨党立委拟提案发给基本收入
n13135954,疫情下远距教学 调查：64%青少年想回校园
n13135950,疫情微解封 北市拦查噪音车
n13135571,“火箭阿伯”接任台湾太空中心主任
n13135801,父亲节将至 爸爸们投保注意6大事项
n13135529,立陶宛和台湾关系升温 东欧开始对中共警觉
n13135939,台论坛：港府高压统治 港人进入长期抗战
n13136380,台科大学生动画片探讨人生离别 获国际大奖
n13137118,台湾奥运成绩斐然 幻象2000将伴飞华航
n13137150,台风卢碧形成 估晚间发布海警
n13137264,陈奎儒分组第6无缘决赛 父亲：他是最棒的
n13136508,台前参谋总长：建构“刺猬台湾” 阻中共入侵
n13137468,郑兆村无缘决赛 东奥标枪名列分组15出局
n13137588,台湾8/4增20例本土确诊 0例死亡
n13137546,东奥拳击 台湾好手黄筱雯夺铜 感性对爸爸喊话
n13137721,打疫苗后仍确诊 46岁大马歌后住院1天就过世
n13137843,台风卢碧明将登陆中国 暴风圈雨量影响中南部
n13137113,中共施压科威特撤吴钊燮专访 台外交部抗议
n13137334,9日后疫情警戒拟维持二级 政院最快6日讨论
n13137752,韩瑜打AZ疫苗出现症状 反复高烧“站不起来”
n13137848,让国际看见台湾新创 国发会推明日之星计划
n13137856,研究：中国近2年加密货币非法交易逾611亿元
n13137859,马国台湾形象展线上展开 商机估超过5亿
n13137541,吴钊燮：中共借疫改全球秩序 民主阵营须团结
n13138060,香港歌手黄耀明被起诉 台湾民进党抨击港共
n13138077,迎国手返台 国军派4架军机伴飞
n13138126,公投延期 环团吁确保7万首投族投票权
n13138161,模拟歼灭共军登陆 东沙岛9月实弹射击
n13138111,空指部工程弊案逆转 检：不排除有共犯
n13138238,变种病毒影响东南亚产能 和硕：供应链处在不安定状态
n13137869,【疫情8.4】中国31省级地区限居民出行
n13138263,国防面临四困境 李喜明：建构刺猬台湾才有吓阻力
n13138261,台政院拟拍板修法 协议离婚也可请求赡养费
n13138330,台防疫降级 两成店家业绩回升有感
n13138314,科技岛人才荒 台半导体人才缺口创6年半新高
n13138319,台北市开放餐饮内用 严防阿公店伪装营业
n13138324,境外生迟迟无法来台 教部拟提入境防疫专案
n13138395,台民团成立“素养守护团”把关新课纲
n13138387,轻台卢碧来袭 水利署上紧螺丝整备防灾
n13138326,振兴台中经济 议员提仿“动滋券”发消费券
n13138390,台风“卢碧”已发布海警 中南部慎防豪雨
n13138393,NCC：取缔非法电视盒一直都在进行
n13138559,南京疫情爆发 陈时中：变种病毒为大威胁
n13138542,台动画片《废弃之城》入围纽约亚洲电影节
n13138646,群聚感染限制餐饮内用？ 侯友宜：持续监测中
n13138650,北市拟加码振兴 黄珊珊：将采电子券方式
n13138555,健身房染疫风险高 多国调整措施
n13136607,【军事热点】英航母编队进南海 J-15也想有所为
n13139401,王友群：中共为什么发动反美宣传战？
n13139658,台风卢碧往福建、广东移动 发布陆警概率低
n13139694,台宜兰外海地震规模6.1 专家：2周内注意余震
n13139765,Penhaligon’s崭新香氛图书馆 经典香一次满足
n13139793,史学大师余英时睡梦中辞世 享耆寿91岁
n13139712,拜登政府首宗对台军售 含40辆M109自走炮
n13139792,应对中共威胁 美印太司令吁实施“综合威慑”
n13140018,博明：中共对武统台湾非常认真 须严肃看待
n13140279,蕾哈娜资产17亿美元 登全球最富有女音乐家
n13140275,台湾8/5增6例本土确诊 0例死亡
n13139877,史学泰斗余英时睡梦中辞世 享寿91岁
n13140153,从爸爸刘亮佐的演出 刘子铨学到剧本外的发展
n13140519,余英时面对中共敢讲真话 学者赞知识分子典范
n13140821,与虚拟邓丽君对谈 陈月卿忆本人：可爱睿智
n13141017,布局车用半导体 鸿海买下旺宏6寸厂
n13141012,宜兰外海地震芮氏规模6.1 估近期仍有余震
n13141014,台疫情下民众自煮盛行 民生物资涨幅创新高
n13141019,通讯行女店长遭跟骚害命 检方求处凶嫌重刑
n13141021,民团：腾讯参与中国社会监控 与虾皮关系密切
n13141025,“卢碧”解除海上台风警报 仍需关注后续动态
n13141029,台7月房市渐好转 住展风向球升至黄蓝灯
n13141036,季力康任心灵导师 助选手创佳绩
n13141031,一生坚持反共 史学泰斗余英时辞世
n13141034,“青年租屋政策白皮书”七成深感租金压力
n13141040,国家电影视听中心 10月底试营运12月开馆
n13141287,【时事军事】中共战争威胁 引来美高超音速武器
n13140620,研究：中共以“中国台北”在奥运贬低台湾
n13140909,台选手被赞东奥表现出色 且无惧表明来自台湾
n13140479,新女声巫咏欢首发单曲 父巫启贤当和声
n13141113,【名家专栏】台湾能阻止中共武力侵台吗？
n13142057,【时事纵横】王毅对美发飙 拜登批准对台军售
n13142075,【秦鹏直播】一代史学大师谢世 终生反共获赞誉
n13142012,【新闻看点】超大军演美中隔空叫板 郑州爆疫情
n13142233,王友群：美国与台湾关系升级的12个表现
n13141670,美上校首登台军方媒体 专家：协助台湾抗共
n13137684,台湾8/6增10例本土确诊 3例死亡
n13143025,Lulu再任金曲奖主持  “今年任务风格全变”
n13143083,美参院通过法案 挺台湾重获WHO观察员身份
n13143189,吴慷仁任公益代言人 助弱势家庭三餐不断炊
n13143277,台湾东部海域发生规模5.5地震
n13142634,台政院：振兴五倍券比发现金具三优势
n13143134,美智库：台海新威胁 中共改民船用于两栖作战
n13143889,中国疫情再起 陈时中：台湾需提高警觉
n13143812,让爸爸当神队友 立委提育婴、陪产检假修法
n13143474,亲中假账号大外宣又来了 脸书、推特等平台已着手删除
n13143698,台金管会人事调动 银行保险二副局长皆换人
n13143760,台青年假讯息来源 含课堂老师
n13143846,疫情冲击就业 台立委吁发待业寻职津贴减压
n13143757,虾皮增资案 台议员：个资交敌国是国安问题
n13143844,父亲节到来 台孝亲费吃掉上班族两成薪水
